[[[0d92e9bb7a12b208d716b90db92f7965d43f325346ba32020810b7b2]]],Estadísticas de llamadas
[[[0e20b84a896c8a602d54e2d3e748786983c74641da554a905bad3b9e]]],Información de red sobre [[[@CARRIERHANDLE]]]
[[[0e9658a3cc32b6b59cde3cb52756e8232392070bc804d83f5553e6e0]]],ResultadoVelocidad
[[[0f5c241b185696f05f250f66081ea4b53fb861c2513c2f5f2026ef05]]],Detener
[[[0fa827aa1b24af997e5533fab987e21a88da26dddd2b6f8cbdf5b87c]]],logotipo corazón my mobile coverage
[[[0ff60ade8b689ba9c0b4f30ae8376468674dcc4c7ff8016e4f55a6ac]]],¡Grrr!
[[[100370b34ac9b946daa6d584e514df6a34048e8ed4587c59fb2fdc90]]],Error en llamada con [[[@CARRIERHANDLE]]]
[[[109f1de5b40c38724c18e30002533d5fd85421ff259a59e3a7e49ead]]],Consejos GPS
[[[11b33eeb006747540c23f129530dc3e2d1f56e2dc48fdc1ec3a61ab8]]],Calidad de voz
[[[11c7c81f49b4734cbda88398209d19dba441a760bbac2eed5529d7db]]],Check-in
[[[11cba5a0f82ab9b884e9f95ef2e14aa5714b242a4b1b19c24e83baa6]]],Porcentaje de llamadas
[[[13220b6d317905734bb3157af5cbae6a11d2f856d1ccb9882caf1b01]]],Los informes de registro del sistema están desactivados
[[[13263d13cd5d5d9a4ae7083eda3448dc68f08ff203c5bb78ce5b8432]]],MyMobileCoverage
[[[13887b8e4715bc9bd4b3ed60203d01788a8408f6d15d4518cc17c512]]],Gracias. El problema ha sido enviado.
[[[13e3e072a600f0d6b295345fba238626e1e2109b95c48ed608ddc9c0]]],¿Que MyMobileCoverage mejora el rendimiento de su GPS?
[[[148fad76e4fa180116b4ef0695b87131ba5a96366616c5b07897d939]]],no tiene eventos
[[[14cea5aa34d8ee83b140a61ebd94754e2cc7afcb011c04f13d549814]]],Generando paquetes aleatorios
[[[14d80dbee47b7e1a0f52d6936a0eead7eba502c9fa0fc1bdc7f7bd6a]]],Modo
[[[15a0d8d58b2f6c865cae9c71e9f8a24a1ac922280d275b133b3e7dc3]]],Comenzar
[[[169ba185c6d72d50df1f4a14085109922d8f36e99f19d0215f2b9afb]]],banner de medios sociales
[[[16a7f1a07d261bb7b9c1c60afe8aa13321d8af48f64e532f729dc9cf]]],Cheque las Clasificaciones de operadores en la aplicación #MyMobileCoverage. ¡Vea cómo su operador supera a otros de su zona!
[[[17ed9d232c91884e9b9a1089af72b05c2124cfd42c6635d8af70620f]]],3G:
[[[17f8a26393cca5aff331ad1241b8c69bc797371812841a0b57b18cb0]]],Tiempo:
[[[182383878727b1b39b1d30294f2b2b250e57d20d16ecb4977628a8e4]]],Se produjo un error al realizar la prueba de velocidad
[[[18cd1843a2fae8b1fc239f97bb06167d6832489d5539565bc1e62b8e]]],3G recuperado
[[[18fa552e63b57eef3c543817256708069976ece1a45928d5422dc543]]],Cerrar sesión
[[[1901673cf2559c5d6e7e689a17f3996e15a2d94855424ade68d48074]]],Seguimiento
[[[1bb0912ea07547224d3227cb8302c0793bd271b5c7e99c8f18e8ba3a]]],Med. 2G cerca operador
[[[1bc84fe241812720bc19d4795f25fb31ae16e8ec77c539b916d7429c]]],Med. LTE cerca operador
[[[1befb00e0a667f8e9177a64988052b680541457c641efdfe2ce678a3]]],ActualizarDispositivo
[[[1d919c205d48aac815e69ae2a695b3127046c74bb04202f20f8c154e]]],Paso 1 de 3
[[[1dd21dd6e49180fb6b5bdf7a084bd3f25524775436bf9d91da40bc13]]],No se pudo obtener la captura de pantalla porque no hay un almacenamiento externo presente
[[[1e605863469896099da6682fc3814906ce4800e9a702be67b3ccde9f]]],La Clasificación de operadoras incluye mi operadora [[[@CARRIERHANDLE]]]
[[[1ef5305724fffd39ea4d9e5b4270fdc81aa420e4f18dbaa3aeab9cca]]],¡Gracias!
[[[1f07ceb37c4d12779b5690cfe75d68394889c44872a6f1e9f7c513a1]]],Velocidades de descarga 3G
[[[1f8fdd540159c8a3f02ca6d25064564c05337acf679594df8288146e]]],Incluir dirección de correo electrónico
[[[20d5159095c03259a8f5ecdc63438494fb26de6b2cbb59a1c8ac7e28]]],Llamada fallida
[[[230f6ec77357f078a038a4bfd962f52b74652091cdfda54128cc6b51]]],%s en [[[@CARRIERHANDLE]]] y mi aplicación #MyMobileCoverage les está enviando los datos.
[[[2314d893bcdb3ae1d855aa443645b142d3f1275ca126764fdcbde0da]]],logotipo my mobile coverage
[[[2332576aec2c364e2a2cac6b6129d1a92de9864fe20e66331ee99de1]]],Medidas
[[[24906e05cccff180cc87515ce7b9293ba2a89a9d1f15b10caad1b0bc]]],Wi-Fi med.
[[[2497d17c49956b3cf2a204e370233c06877915303a3601c34c6c6402]]],Ajuste fino GPS ON
[[[24f76bc873304e781457899b126c1893ac617a8ad51e16e48926673b]]],Tipo de evento
[[[25209732bd5876bad24a46949451e3cd9756ccd065ed7d6b4c472832]]],Voz
[[[2623084f2826eb9be05feb9abcefc14e2d4dee4ff579bd16c90213f1]]],Comenzando prueba de velocidad
[[[26e9974d3a296efbadbb45a4b2c5aff6237af3a13a7ff1d9c74aace4]]],"Ha sucedido un error inesperado obligando a
              la aplicación a detenerse. Por favor, ayúdenos a solucionar este problema enviándonos los datos del error."
,"Todo lo que tiene que hacer es clic en \'OK\'."""
[[[275d19f1aad51bfb5d41967ad28bfa509215729875e9fe9ca7f4c3e2]]],Envío (Mbps)
[[[28405281bb69ee0c2fe7fd0f1d623628bb1e43f79839632935c9e14d]]],Enviar datos en itinerancia
[[[2862be9828dd8f9cb2be3c47952580e9206529ab765d8eb5bab1b0fc]]],Descargar
[[[2893c5e3aa27d9e9f20c82e0b9921c385df9e15828fc420f45dc5c67]]],"Por favor, espere..."
[[[28b7c0e536fc1459e89cd8d5c588ddd300945c1313b4bcb33e7126b1]]],Mala señal
[[[2904d968d0a0a7cc6a2e36f0a499b6d940738406abc2cb10d5f9bf1a]]],Iniciar sesión
[[[2970ff8409476ef21251cb6dbd76906d6a53d37484bc874fd48e690b]]],El GPS está desactivado
[[[29c86f8d31b9d46fdc596b774cc9f42090112dfd2f7d1e751bc2f1a9]]],MyMobileCoverage se está ejecutando
[[[2ab5ded4066ab83a3cf7c728205d5eb11976431e0697d0c5358413eb]]],Usuario de Twitter
[[[2abd5a8731e68c784919e5b1d41662c9c04a6f0c70e1b10f734a96c3]]],Borrar registro
[[[2ae1c5bd9ba7a717c740b49a90064736c6dc99fb05e9d7fe2c8ee624]]],Cambio de red
[[[2c0614ebde650e93a75eb7b4772365b324797b8b75cf721a96016bff]]],Aprender sobre MMC
[[[2cefbb305bec275a54bdfac15ded1a4645fbce34740e91b9604059f7]]],equilibrado
[[[2cf329b554317db61b1e965727b56a4d105f57a93375553ccd2b2576]]],Evento de actualización
[[[2dcfc73c46b66d1717ced497ee4ebae9585d645ac32443ad395e2f1b]]],Centrar el mapa en el área del problema
[[[2df0f240a2fcecde7d764ff2c50c11db3e241432e0ebcd28bc69dd0d]]],en espera
[[[2e021fba825ca32fc4ee439c461e4d94c8bd47a041bff6aa4a5d0e57]]],Voz:
[[[2fcea90610fd2835671ad462205a3651544ce26a7457035e44bc0391]]],Llamadas fallidas
[[[2fd61b524bf324d7d7dce9535c800def45e16a26313baebcea0c25f3]]],SolicitarListaOperadoras
[[[302caffce189208bd7e9b38beb26c73f95909bee6b303769decea988]]],Puede que necesite hacer parpadear la pantalla periódicamente para permitir las mediciones de la red. Tiene un pequeño efecto en la batería.
[[[30490790436d2cdfdf5795dc4a46cafe0399414a357ccfd682bf18d5]]],Pruebas de velocidad de [[[@CARRIERHANDLE]]]
[[[309e29ff0e9bc131e013ecfcfc0b907f332b33da739207a501a527dd]]],ubicación desconocida: sin estadísticas disponibles
[[[311ab619052c342ab923c2de33ae7eaecc4ef1c186fcbd3f230e714e]]],"Localiza e informa de llamadas perdidas y cortes. Desactiva la exploración Wi-Fi y las pruebas de velocidad de datos, con actualizaciones en movimiento cada 6 horas."
[[[3123b25d9063275b9716efc201f7bb97878f6ff00c2f3eb3631e8b4c]]],Mapéelo
[[[31756f5e6adc0ae9f8af169335a400b81232b9e94ccf4f16b9615e15]]],Cobertura de la señal
[[[321a284ffd112865b6f312ad4e390257b36a12ec4ec3f952f656ffc4]]],Estado
[[[32cd6a75f06ad210ea891044977635686c8c4f947c3f62c034ac70bf]]],Desactivar el seguimiento
[[[32d80a30616e92fecb862e7c21e26955492132a71a97ab94e8f506b8]]],medio
[[[32eb6fdff75d4049e0ecb93c5e4712db60a4aa373d2790e4d4a5902a]]],Haga clic aquí para ayudar a solucionar el problema.
[[[332f0e9663b41dfea2240c7a277450881aae892c63c92671da13397a]]],icono my coverage
[[[337faab547cdd9e0ee4202a0cab95bfb2b38169ecb54c716bd244fe6]]],Regístrese utilizando una dirección de correo electrónico válida y una contraseña de cinco caracteres o más para confirmar
[[[34be389754ebf8cf0fc1cf5d7538d4340862fe386125fafda474fd92]]],Perdidas
[[[34e1e6a6184a2e56c7ec907762ad8b0a8a8018d87f47955823611ae4]]],Cobertura
[[[35993402db71ef5a2027c1d5f7c45eb31d87d1cc4f78ff0e451e8eb6]]],"Lo sentimos, ocurrió un error durante el registro"
[[[35a6a2222f29b50a9fd330d849054c3f3e701beaee0b11423f3dbaa9]]],"Por favor, introduzca y confirme una contraseña y luego pulse siguiente"
[[[35f836760376eb624be9f90616b380c4198505a88ddab3f8d6e9e2e1]]],Mínimo
[[[3606346815fd4d491a92649905a40da025d8cf15f095136b19f37923]]],Prueba
[[[36cf0d672c9b727ad13c72d1a9dc9fb79b90dcfefc8c88e75601b626]]],Mínimo: informes básicos con un uso muy limitado del GPS para minimizar el consumo de batería
[[[370e704fb867d3f859beb391f46584c6addcf88d141e2e02c81c3fea]]],Equilibrado: informes básicos más una limitada contribución a los mapas de cobertura (puede encender la pantalla mientras envía datos)
[[[3773278b5d5543edccd1b455763e1ba90b81d396d1aa96fc83520db2]]],Detener seguimiento
[[[37ab69aa02e945ce264eb6a16ef7c9212f5a94ad186e16adf7cbc02d]]],La contraseña de confirmación no coincide con la contraseña
[[[37e33dadec693abab956e45c0004b5d4fb933cbea320b3c3a294f275]]],Días durante los que guardar datos
[[[37f5920c22c68e6ee9fb6033e79d278b25a455bcc92147015f965bb0]]],imagen de fondo
[[[3806a417f0c6ff3203dc3fa596a303fea6841164a99643c19b0dd5d2]]],No se pudo obtener la cobertura del servidor
[[[38684af868898bca74e2498d3c36f1b36b31c0eba3eb8a88333d95ef]]],"Checar mis velocidades de datos con [[[@CARRIERHANDLE]]] usando #MyMobileCoverage. No está mal, [[[@CARRIERHANDLE]]] :)"
[[[386f16179e61c380b0ade963a0cffbfdcc6d8d5c55a11ba01338a5b0]]],indicador de estadísticas en pantalla
[[[38789b6a8981d7e9101243f58188302d5c837053318dec29231bc097]]],MyMobileCoverage está detenido.
[[[38bbbcd163abe6ee506acaa39dd90196e1638557e437749b4a15897d]]],Abrir
[[[3943b3944da1414e21330b783c906833cc6eb9827c34b2ded9e5a31f]]],Flecha derecha
[[[3951e09e648650a211caaeddc03ed904a826aa41a831f8f88fa0c9d3]]],images/logos/
[[[395a14922f7f05a5b261bfe3b8bc82bdcf209b657afe28d5f093e895]]],Comenzando
[[[398b827e89954493c1e174a5bde986c215b6f308bee0f0a0b52d60f9]]],Periscopiando
[[[39efc916d0cd9649b4f25611644f74f07dab086de33c3965c9f63b57]]],"Hubo un problema al iniciar sesión, por favor proceda como un usuario nuevo."
[[[3aef743ee8b20e90bcb7350113e8056697f19ab0a90112e6c367e6e2]]],Estadísticas
[[[3c4dd21f30828795aafee15e111ee72f857a86222e37dde8eb27bcb6]]],Correo electrónico enviado.
[[[3c976b55bf39aacd59903b02d4f5e0f4a589ee67515afd5bd2057154]]],Solo tenía una llamada fallida en [[[@CARRIERHANDLE]]] y la aplicación #MyMobileCoverage está enviando datos para solucionar el problema.
[[[3d26792bcaa2d8462093bebb8301c0586048a5db9c8df478221a0e33]]],Habilitar informes de syslog
[[[3daef8f2ef44388dff36d02fff286d94621baedd2f366aca99f4d1cb]]],No se pudo obtener la ubicación
[[[3ecc9f4166efe3ee94c9d220f4d017c9af3c1601a1908c86c1ed88fe]]],icono de punto problemático
[[[3ef5b8957fd9903f625fe3b70a1891fdb7f9eb8fa620f9dbfec06dd8]]],Permitir periscopiado de cobertura
[[[3ffcb5b44aced4b597f3d832b4818603cecc4b1ab6880e1ac2a4f1cd]]],Sí
[[[412ddf183bcd6508f684946e64321d0f848ff1de8bce133d16ffbf36]]],Mi problema está relacionado con:
[[[412f9a4a7fb56c201ba27da2a92c22144fceade32a0623c79186d6a7]]],Velocidad de descarga LTE
[[[4177990586a66a81c4f4ea8e6a872b04d501991ec8ba7f90461403dc]]],Cobertura 3G
[[[41be30e036b519f420fc4b912bbc4894fbf8d5ae424ab95c08a22f7d]]],Confirmar:
[[[42c18f457ad6297e6ed2e2b97f4f9c27cd3fcc894ec28ee2569c0e5b]]],Nivel al cargar
[[[42fd014081f7154f993b65b9e3356454a13a21b6d1e5bc565fa3c5f3]]],Comenzar seguimiento
[[[431011ad3c6cfd22169a2012019a600a1cb428dee9f08d8d7dbfe6b3]]],No se pudo obtener la velocidad del operador
[[[4633fd735efd91420fe8b50fbb0ed74ab445a9a2f595fa9358fc58e3]]],"Cheque mis estadísticas de llamadas en [[[@CARRIERHANDLE]]] usando #MyMobileCoverage. Se puede mejorar, [[[@CARRIERHANDLE]]] :)"
[[[46e293cdf04ec51f0ee85b15c1d820f6a79cdca451c0b04c0e1cc56a]]],"Cheque mis estadísticas de llamadas en [[[@CARRIERHANDLE]]] usando #MyMobileCoverage. No está mal, [[[@CARRIERHANDLE]]] :)"
[[[46fd2d6e71cba8ff2d8e39c57dbaf5797f4d85ce14df82f1e56719d3]]],Mb/s
[[[4714816401f059213a2c240b764bcea6744ef5ef46c22f518141e3e8]]],Mapas de cobertura de [[[@CARRIERHANDLE]]]
[[[4794e60ff398297bb02ba4896958d09e4150a7ce57159a640cc7f7bf]]],Todo lo que un nerd podría querer saber sobre [[[@CARRIERHANDLE]]] usando #MyMobileCoverage
[[[479744c255dc4f3235ae198ff0a7dd354f2fc8208cd3c7660b547336]]],"Maximiza su análisis de la cobertura, con más impacto en la batería.[[[\n]]]
Uso frecuente pero inteligente del GPS para obtener cobertura adicional, ubicaciones Wi-Fi y mediciones de velocidad de datos."
[[[47c45fb86172af2a814ff7be5dfeb34b0150fbf74708bd2d0593af25]]],Paso 3 de 3
[[[4808f035ea75263639181b890299d30f51470b2b77d77fac86767b16]]],Siguiente
[[[48636e43512afd798213cc002b5501ee20ea2911969e2791b790486d]]],CoverageData.aspx
[[[48bacd983cb062d7db9b9ea85e2c14d440395ca21e3eedb24e09da65]]],Máximo: presentación de información básica más contribución adicional a los mapas de cobertura (puede encender la pantalla mientras envía datos)
[[[48e88f142d954a912a8dff5b0225974c5f9419c299c2abba4ea12b31]]],Rango de fechas
[[[491ea228e08ceb5078d4bae137eae982c2f446c0b445fad8c4140d47]]],MMC se ha colgado
[[[497d5d537b59316b0afd73e1f5e41bf06c4827cc8336a0b360277b94]]],Nivel de informes
[[[4c795ea13556286cbba32d53f502211b36d4036500e18db5f1858d96]]],Llamadas perdidas
[[[4d0401a27fa226fb65d1ed493d040ff02491342e1633e07703eb504f]]],Calidad
[[[4dea3c6dbb6f71de43d40cc697abc0d29c6b6022300a66b3b473720b]]],Dados de intensidad de la señal
[[[4e594d91c8a5388906dc128c3ed3fc33f96b109f16ebc995a845dbdc]]],Error desconocido
[[[4e69f9d3b8809e484c1e08bd98f553c7833132ea2a486e62e1e8f75d]]],Detalle de evento
[[[4f17d980815b6adccb7b4aceb9be1eb6f539abcdb77690c3cda54067]]],Velocidad de descarga 3G/4G
[[[4f1d996157e54a1d87594813f21d2ad82aef571a451a95a04459d08d]]],Filtros
[[[4f29a612a4f60ee05e028249b7dbdda24a6cc63d18c0b2e8b0c5c47f]]],"Por favor, regístrese o inicie sesión con su dirección de correo electrónico válida"
[[[502cffc4b1ca2b3313571d11a95575cc18dbfe8367be9e880ca52beb]]],Interrupciones del servicio
[[[516743e4f8b0d3edb890178726cdc68a537811173e0ad8094e118939]]],Enviar:
[[[523be111c9a420df16240737cb2051c534bc4e66cc735ba9c197c7ad]]],Atrás
[[[5356b79c76ae3f08f4636ae4b22b5671d1e9083661ff2a366cb19742]]],Modo Nerd
[[[53a67a9a93c2d704f6c6e41c314c710c8b8831d2cb55fd469f1796a1]]],iniciando sesión...
[[[54238c71e2c8f0fb0b5761db853d4bb94d8d6d6d9ce190c8c819968e]]],"El registro ha fallado. Por favor, contacte con info@mymobilecoverage.com"
[[[549672a7923cb7295607956d6e402c5cc3bd3ffd89802e60bb7c1407]]],Desconocido
[[[54c4e7b4b5a3122ed9a673a0ac2b0df248bef02857032624aec47948]]],Registro
[[[55238d3e3f2aee573611ec54b7c7a8c55f27b682858fd6db48d5babc]]],Otro
[[[554da473e89362051cc23f796108465a9b01f6558e21713c42b283cb]]],"Por favor, espere"
[[[55f388e492a8a3d1640f5457f5561d4f96044a504f407e4196bb8b90]]],Med. operador
[[[568646557dc1cec7c1c86bd00bfd2abf4ecc8caca25304d9a75f8061]]],En directo
[[[5686aedeb9748575d4a4752da5e6c72b2cfb21fe78e5e6cd99d7b106]]],Med. 3G/4G cerca de operador
[[[5767bf99df30d2f7342f9875026d0c13e86fc2e98ffd9b0aaabb55c4]]],Evento registrado en
[[[5858a83cd737f6918eaf7085c30fb1d4ed13d9408da3e30c46ca0111]]],Es necesario reiniciar para que el cambio surta efecto
[[[586989404981be4d6d1e0c2704c05e43019520563311b21437dc6ac1]]],Opciones
[[[5891ad761188e1d52bfd9cdda36915add220517df7ae4a22b3f21151]]],Iniciar al arrancar
[[[58fcea442785b7f2c4cff08c1dadc5ec037187db2813ad07bcdc660c]]],Máximo
[[[59ecc6c8f00ff0a1e72d30badafd8c5acd03927b67730934c0523e31]]],Prueba de velocidad de [[[@CARRIERHANDLE]]]
[[[5b97a6fb730c7a350066d33df707c1d0ca857aea5267c47efca7f140]]],Error de conexión
[[[5bcb23e8694ca54d20c93ed3f1db39f81cc555246e51331e25bca3fb]]],Estado de ubicación
[[[5c6ad0ae07308dd5253ff71e1b04cbbb87dd1622e147f4a171fb3e52]]],Su celular
[[[5c75790dc7edaf21e55b2b13760a2f3f24e07b22b3f977b9070330ab]]],Informar de cuelgues está habilitado
[[[5cb1f827b2d20be194458ebdc5729b8d67005cf336281f041d19ddc2]]],Tweet
[[[5cbf5b608ad016b9557bbf49774a3538f20f0315435a5b6eb4106411]]],Total de llamadas
[[[5dbbe0d0d08216fa7a7a453d5f60dac6ade5eb057f09ec071249abd4]]],Cortes
[[[5ddad177059ad51a7ea0e738949b8cb1cec5bc6c4a44fc5765d51330]]],¡Arg! No pude conectar mis datos de [[[@CARRIERHANDLE]]]. ¡La aplicación #MyMobileCoverage está en ello!
[[[5ddb2418e1835c0f05d25825858dc51ed0f60317ff281eeec0eb7c24]]],Introduzca un nombre de usuario o dirección de correo electrónico
[[[5e3a07f18e38e18503b8bb6e05666855ed2d438809693bdf473c91de]]],Su contraseña le fue enviada a su correo. Puede utilizar esta contraseña y su dirección de correo electrónico para acceder a[[[\n]]]www.mymobilecoverage.com[[[\n]]]desde su navegador de PC
[[[5e869fe30146704330c6e3cab3018aeaf2df107f760debb41ad872d4]]],Los informes de registro del sistema están activados
[[[5f0f78badc7c7d883f6830a672b518571284ebd8240a8245289dd397]]],Kb/s
[[[5f4c0265ae687bb9acf17235514c89e027d524b3382dc6f68c59f6f9]]],Cerrar
[[[5fada65104ecc35ab6cef0c96301b306e4ce14016251deb9f132dd5c]]],Guardar
[[[5fd74537b14c7c6fb5a957e3ce59d7cd37308680bdf2cb629039610e]]],Celular:
[[[6008012d0a5fed206db68f854fa4ff0c9d13cd2189dfbdea1d79bd9c]]],Tratando de obtener ubicación
[[[607d391952afca0feeba5484e3458e4ec620480c5784506ebc24c7dd]]],mínimo
[[[61139d000edba29949d317846bdbda26f2fb3dbbc42ebe422b6e9a40]]],Elegir perfil
[[[61e51550cc8115368e7d5036323c7fc204b6ad79972f6fb0fe8ca133]]],¿Se obtiene aún más información sobre el rendimiento de la red en el modo Nerd?
[[[6273b65a8254a376ce61eb45045bc9757601d61d9e0100f839373f68]]],Historial
[[[628d5029f6a81d97bd0f470b9062341082f94087661c84614428573a]]],Contraseña:
[[[63e2b4c03daa3428c10fa1c8bbc3b7837af32fddb982205a5bc143f3]]],%s en [[[@CARRIERHANDLE]]]
[[[6437b2dbc8f3531e27accffd1e6a62578a7bcdaff15a52f8b88c6d46]]],Estado de la red
[[[64939bd713b407eeaf1952622db5cbe381d30581fc71e57cc6847356]]],Mapa
[[[652437238d669d9a8a215f224178a0d8b13fb0bda9bfa0b1d0d29413]]],Arreglar GPS
[[[65a3c12c83c431997420b02a2975443b220da84c378ce1e22967158e]]],4G perdido
[[[65ac1a06a32b16f244619953792c924ccf7fe633b2aa6d1f4345b80e]]],aguja del medidor de velocidad
[[[6642bf80fa71399eff1f4284e9c43b29db9261a860e7b5aa9c437046]]],Fecha y hora
[[[6790c73d0524c6b6b7d61986864e3ddfa254694b1214fcf6d7c1d129]]],Informes de cuelgues
[[[681d4f8f4d8d92b3587dfbc04ba490e85ac173cfce18eab14ae3e7b7]]],mejor (kbps)
[[[6900fd45a00c59669a51db27679a9d742db6ad493a7a30642ffa9fc9]]],Intensidad de la señal
[[[6991016a8348206e3379bc0de0a0114ee33501da676a131f24db430c]]],"Error inesperado, por favor envíe un informe"
[[[69aea4fd4c2b708cfcf61674ad916cc744812584d017b1c7a79b575b]]],Comenzado
[[[6a708a469d3c47b6cca4a3271de709766e241e7c1ccc290214abf7ac]]],nivel de información sobre la cobertura cuando está conectado al cargador
[[[6b1ec2b39d7b92e4730fbd0b35cca7a6a96145f5e8dfd2b2091375a3]]],Llamada fallida
[[[6b273c6fb3655f564845e503fe58cc4deebc5cf6bd04c82cafe1251c]]],Descarga (Mbps)
[[[6b4cb8196f47631b79627abc29059ae359528be662806d2b337bb9aa]]],Pérdida LTE
[[[6b6009000209a29799eec3ff8a400b27e28b2afdac459f473a421f0b]]],Mejor % de cobertura de voz
[[[6c1f69c6422000731dd7edd94f35de654f4ce22895c010c68eae0bb0]]],Términos y Condiciones
[[[6c212b55f4c71c630368474cbf03749453f41529aeb40f42d7e19388]]],"Para probar la velocidad de su operador, por favor apague el Wi-Fi"
[[[6c34ab86c37241eb469964d5e53ca2689647e37bc1aadfebb9143845]]],"Cheque mi velocidad de datos con [[[@CARRIERHANDLE]]]. #MyMobileCoverage acaba de cronometrarla. Bastante rápido, [[[@CARRIERHANDLE]]] :)"
[[[6cf0d28aa2d6db869c6533d1d9cc7010901b7f58fd01c0df927904d6]]],Datos de ayuda al GPS borrados
[[[6d8f3c6a7d5b1e012bd9c7203f357a925fce9ad3b20ea70cfba8aa50]]],Velocidad de descarga ​​(bps)
[[[6e312c28d240c0381e162fde93214300552f978add2268d371a6701a]]],Media 3G
[[[6e3c6e48cf694b8c39717c6ba2acc1720ef49b759a06ad37b5c748cf]]],Número de puntuación:
[[[70134c7e7bf4886bb7c9917151c2cce64f35f8e623e32b112e9d6eb6]]],Ubicación adquirida
[[[70a61658232f4e59251c710a6722605fb44aea56dc9bcba90144b20f]]],Permitir a mi operador ver los eventos de mi celular
[[[71263ad9f9782e07478ed00ad0815b0535dbcddf2c1f3ba9f1443e98]]],Mapas
[[[7150a52cbf1607f1d9bfae88fe16c5197e82b4d1a694c2d9b7f1ba14]]],Cerrar sesión de MyMobileCoverage
[[[71c06ea5a6d7c01f88ab1ce498588da6853b65f7b03250c3930ca0e3]]],"(opcional) Al proporcionar su nombre de usuario de Twitter, ¡permite a su operador ver sus Tweet de problemas y arreglarlos!"
[[[71c293ee32c66eff03414d4dcde1f0edad210c4e4797af59fbf6fa70]]],Motivo:
[[[71cb69a7258aad593830f02ee7f6a9d10e7c61e3dc41dc2ed68a86a0]]],Promedio
[[[72adb9e27b771688b18bd77563139335520e9bc91f4b9a5d35a71748]]],El mapa mostrará eventos de cortes y llamadas perdidas cuando adquiera la ubicación GPS
[[[73bce6ae8d1a3502fc03b991110321399d9ed7d35a589afdac0a84b9]]],Ver detalles
[[[73d5cff0735297a47e45f442b4fd53f8e209c54f40d98f2870103722]]],fallido(#)
[[[757cffef9ad37b7803af5803a946c54420679174bcfa977dc6a69d1e]]],MyMobileCoverage respeta la privacidad y solo compartirá sus datos de cobertura con su operador inalámbrico. Los datos personales no se compartirán con terceros.
[[[76ecb06c417beac0fa5df1d598d6a7a583e970160e53bf1d0caf23d6]]],El número de días previos de los que mostrar eventos
[[[7767a99698555bca46d15342e8f7db990c3802b027ba202037260b63]]],"MyMobileCoverage enviará todos los datos recogidos en el dispositivo de las últimas 24 horas a la dirección de correo electrónico de registro con: [[[\r]]][[[\n]]][[[\r]]][[[\n]]] %s[[[\r]]][[[\n]]][[[\r]]][[[\n]]] para más datos en bruto, entre a www.mymobilecoverage.com desde su navegador de PC."
